string,,,,,,,,,,,,,,,,,,,,,,,,,Can Target,300,,1,,,,,,,,,,,,string,string,,Unused,Collision On/Off,Bone Index,Box X Scale,Box Y Scale,Box Z Scale,Ignore Database Data,Dialog Mob,Event Id,Invincible,Seasonal Event,Stun Immune,Swap,Pet Scale,Pet Y,Pet Height,Damage Limit,Servertype,Hide Armory,Expire Damage,Stat Tracker,AB Adjust,AX,AY,AZ,BX,BY,BZ,AB Hit,Block AOE Damage,Clan Stat Tracker,Whitelist
Fighter Rackie,raccoon2.mon,145,370,100,1005,301,28,28,71,87,70,53,48,100,,23,12,,,,,,,,,260,3,0,87,221,,,,1401,222,,12,,,LNPC0093,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Rackie,raccoon3.mon,160,400,96,941,,26,20,79,102,70,34,50,85,,28,11,,,,,,,,,2000,6,0,87,221,,,,1401,222,,12,,,LNPC0096,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commander Rackie,raccoon2.mon,195,600,200,140,8,33,130,105,135,125,64,60,110,,23,30,,,,,,,,,250,10,1,14,,,,,1401,222,,12,,,LNPC0090,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rackie Queen,qu_raccoon1.mon,180,560,280,463,,50,210,300,110,135,80,50,100,,919,,,,,,,,,,250,11,1,0,,,,403,1401,370,,11,,050050050,LNPC2365,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua Guard,fishman1.mon,180,480,110,1035,,30,32,95,105,120,64,24,90,,111,15,,,,,,,,,350,2,0,55,253,,,,1401,254,,12,,,LNPC0171,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua Warrior,fishman1.mon,220,430,125,164,,31,26,122,114,99,39,33,110,,112,32,,,,,,,,,360,4,0,55,253,,,,1401,254,,12,,,LNPC0172,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua Hunter,fishman3.mon,210,470,125,1043,,33,21,126,121,86,40,60,82,,28,15,,,,,,,,,2000,6,0,75,253,,,,1401,254,,12,,,LNPC0176,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua Captain,fishman2.mon,210,460,145,165,,34,44,140,119,112,70,43,95,,113,32,,,,,,,,,380,9,0,75,253,,,,1401,254,,12,,,LNPC0173,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua King,fishman2.mon,290,630,220,167,,40,160,197,150,155,106,49,105,,56,527,,,,,,,,,350,10,0,75,253,,,,1401,254,,15,,,LNPC0207,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldie,mole1.mon,180,520,95,,,37,26,91,107,106,68,59,100,,21,16,,,,,,,,,220,1,1,13,225,,,401,1401,226,,12,,,LNPC0111,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldie Captain,mole2.mon,200,500,116,1016,,42,44,175,133,135,86,51,100,,24,33,,,,,,,,,260,9,1,82,225,,,403,1401,226,,12,,,LNPC0114,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldie Manager,mole2.mon,200,500,116,1016,,42,44,175,133,135,86,51,100,,24,33,,,,,,,,,260,9,1,82,225,,,403,1401,226,,12,,,LNPC0114,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldie Queen,qu_morumama.mon,320,520,280,494,,50,270,550,300,250,125,200,110,,919,,,,,,,,,,260,11,1,0,,,,403,1401,370,,11,,050050050,LNPC2366,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porkie,pig1.mon,180,480,105,,,33,26,83,101,95,60,54,95,,3,14,,,,,,,,,200,1,1,22,237,,,402,1401,238,,12,,,LNPC0132,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunter Warrior,pigwarrier1.mon,180,450,130,1021,,45,27,180,139,140,61,46,120,,25,16,,,,,,,,,300,4,0,21,237,,,403,1401,238,,12,,,LNPC0136,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunter King,captain_pig1.mon,300,650,300,138,,60,175,286,192,227,161,73,95,,59,539,,,,,,,,,350,10,0,20,237,,,,1401,238,,15,,,LNPC0209,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Smouly,smallree1.mon,220,314,100,1074,,44,27,158,119,126,83,68,95,1,26,16,,,,,,,,,1200,1,1,27,,,,,1401,198,,12,,,LNPC0051,Easy_Increase_Var,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smouly,smallree1.mon,220,314,100,1074,,44,27,158,119,126,83,68,95,1,26,16,,,,,,,,,1200,1,1,27,,,,,1401,198,,12,,,LNPC0051,Easy_Increase_Var,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardian Tree,smallree2.mon,240,360,340,1075,,57,172,272,185,216,153,69,90,1,57,424,,,,,,,,,1500,10,1,88,,,,,1401,198,,15,,,LNPC0208,Easy_Increase_Var,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Clown,smallgoblin1.mon,180,580,95,,,47,28,131,142,146,64,48,115,,22,17,,,,,,,,,160,4,1,57,257,,,401,1401,258,,13,,,LNPC0181,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Clown,smallgoblin3.mon,170,450,110,1042,,50,23,187,144,131,70,83,85,,29,16,,,,,,,,,2100,6,1,81,257,,,403,1401,258,,13,,,LNPC0186,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebellion Clown Leader,smallgoblin3.mon,210,670,315,689,,59,195,255,210,130,110,105,110,,27,60,,,,,,,,,2900,10,1,81,257,,,403,1401,258,,13,,,LNPC0184,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doonga,gorilla1.mon,200,550,140,,,56,35,186,151,209,123,45,90,,3,22,,,,,,,,,190,2,1,39,245,,,,1401,246,,13,,,LNPC0151,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elder Doonga,gorilla1.mon,220,460,165,1013,,58,32,223,134,145,118,87,100,,23,22,,,,,,,,,250,3,1,39,245,,,,1401,246,,13,,,LNPC0152,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junons King Kong,gorilla5.mon,340,730,360,,,70,182,333,214,266,191,86,90,,60,578,,,,,,,,,250,10,1,63,245,,,,1401,246,,15,,,LNPC0211,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krawfy,lobster1.mon,220,550,120,,,64,30,237,154,187,128,96,95,,114,26,,,,,,,,,230,1,0,49,233,,219,401,1401,234,,13,,,LNPC0121,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krawfy Captain,lobster2.mon,240,530,155,,,68,47,292,183,220,144,83,105,,114,41,,,,,,,,,250,9,0,57,233,,219,403,1401,234,,13,,,LNPC0123,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krawfy King,lobster2.mon,330,710,300,,,75,186,356,225,286,207,92,95,,61,598,,,,,,,,,250,10,0,57,233,,,,1401,234,,15,,,LNPC0212,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krawfy Queen,qu_lobster2.mon,330,710,320,,,50,350,600,270,383,270,123,95,,919,,,,,,,,,,250,11,0,0,,,,403,1401,370,,11,,050050050,LNPC2367,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Golem,stonegollem.mon,200,450,160,,,74,37,254,186,279,170,61,90,,62,25,,,,,,,,,190,2,2,61,,,251,447,1401,250,,13,,,LNPC0164,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master Stone Golem,stonegollem2.mon,220,490,200,,,80,178,380,237,307,223,99,100,,66,235,,,,,,,,,250,10,2,62,,,251,447,1401,250,,13,,,LNPC0166,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elder Stone Golem,stonegollem.mon,220,490,185,,,76,34,300,165,197,163,114,105,,62,27,,,,,,,,,220,3,2,61,,,251,447,1401,250,,13,,,LNPC0165,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Master Stone Golem,stony2.mon,350,750,380,,,90,220,429,260,350,256,112,100,,65,425,,,,,,,,,250,10,2,84,,,251,445,1401,250,,15,1,,LNPC0169,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doonga Hunter,gorilla4.mon,230,510,140,1044,,62,24,237,167,167,91,101,85,,29,22,,,,,,,,,2000,6,0,52,245,,,,1401,246,,13,,,LNPC0156,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little WormGon,wormdragon1.mon,230,400,180,1084,,78,32,329,204,251,121,82,95,1,52,50,,,,,,,,,1200,4,1,45,269,,,,1401,270,,18,,,LNPC0202,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worm Dragon,wormdragon1.mon,300,450,430,1084,,88,195,419,256,341,249,110,85,1,51,516,,,,,,,,,900,10,1,45,269,,,,1401,270,,15,1,,LNPC0201,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Bean,jellybean1.mon,160,370,500,,,60,150,130,225,286,182,286,95,,845,25,,,,,,,,,190,1,1,57,,,,401,1401,182,,11,,,LNPC2300,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springer Bean,jellybean2.mon,170,390,200,,,65,150,135,225,286,182,286,95,,847,25,,,,,,,,,210,1,1,57,,,,402,1401,182,,11,,,LNPC2301,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chubby Bean,jellybig.mon,175,400,400,,,69,150,180,225,286,198,286,95,,846,25,,,,,,,,,220,1,1,57,,,,403,1401,182,,11,,,LNPC2302,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrior Bean,jellygold.mon,600,600,500,,,78,350,260,225,350,250,350,95,,848,250,,,,,,,,,200,3,1,57,,,,403,1401,182,,18,,,LNPC2303,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate Bean,jellyheat.mon,350,350,300,,,73,90,110,225,286,219,286,95,,849,25,,,,,,,,,250,1,1,57,,,,403,1401,182,,11,,,LNPC2304,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flaming Pumpkin,Pumpkin-F.mon,280,700,85,,,95,32,458,270,348,215,143,100,,360,88,,,,,,,,,300,3,1,0,,,,,1401,,,22,,,LNPC0025,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost Pumpkin,Pumpkin-D.mon,280,700,90,,,97,33,495,285,437,161,105,100,,361,81,,,,,,,,,300,4,1,0,,,,,1401,,,22,,,LNPC0026,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evil Jack,Pumpkin-k.mon,320,1000,280,,,118,216,682,330,873,357,154,120,,362,1615,,,,,,,,,400,11,1,0,,,,,1401,,,22,,,LNPC0028,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cursed Pomic,Q-Ant2.mon,200,700,120,,,101,35,490,348,476,233,153,100,,363,104,,,,,,,,,300,3,1,0,,,,,1401,,,22,,,LNPC0077,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost Pomic,Q_ant1.mon,200,800,120,,,103,42,522,325,585,181,165,100,,9,137,,,,,,,,,300,8,1,0,,,,,1401,,,22,,,LNPC0078,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scavanger,scavenger.mon,400,900,105,,,121,36,544,356,557,263,170,100,,9,131,,,,,,,,,250,3,1,0,,,,,1401,,,22,,,LNPC0221,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Scavanger,scavenger-D.mon,400,950,125,,,123,43,579,402,680,204,182,110,,9,176,,,,,,,,,250,8,1,0,,,,,1401,,,22,,,LNPC0222,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstorm Scavanger,scavenger-S.mon,400,1100,160,,,125,54,621,401,730,270,149,120,,367,274,,,,,,,,,300,9,1,0,,,,,1401,,,22,,,LNPC0223,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord Storm,scavenger-S.mon,450,1200,550,,,152,321,948,658,1025,403,172,150,,367,2369,,,,,,,,,400,11,1,0,,,,,1401,,,22,,255137085,LNPC0224,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antares,Antares.mon,300,700,105,,,120,35,511,365,508,245,160,100,,364,113,,,,,,,,,300,3,1,0,,,,,1401,,,22,,,LNPC0188,Easy_Increase_Var,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poison Master,Antares-K.mon,350,1000,280,,,146,285,825,580,947,379,163,130,,366,1809,,,,,,,,,400,11,1,0,,,,,1401,,,22,,,LNPC0191,Easy_Increase_Var,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Antares,Antares.mon,350,900,175,,,135,43,556,386,641,195,175,100,,366,158,,,,,,,,,300,8,1,0,,,,,1401,,,22,,,LNPC0190,Easy_Increase_Var,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reckless Antares,Antares.mon,450,900,300,,,165,320,1000,650,1009,420,175,95,,425,4369,,,,,,,,,325,11,1,0,,,,,1401,,,22,,218165032,LNPC0459,Easy_Increase_Var,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antares Queen,qu_antares-king.mon,350,900,280,,,50,550,870,900,1200,378,326,130,,919,,,,,,,,,,400,11,1,0,,,,403,1401,370,,11,,050050050,LNPC2368,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Jar,pot1.mon,150,350,100,,,45,33,146,131,169,96,36,90,,1,25,,,,,,,,,800,2,2,41,253,,,402,1401,,,14,,,LNPC0261,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furious Jar,pot1.mon,1350,2000,330,,,60,220,235,150,200,120,45,110,,1,60,,,,,,,,,900,10,2,41,253,,,402,1401,,,14,,,LNPC0260,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal Mine Goblin Worker,goblin_a1.mon,220,480,120,1015,,55,35,182,149,205,120,44,90,,5,35,,,,,,,,,250,2,1,74,265,,,401,1401,266,,14,,,LNPC0272,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloodbat,bat2.mon,480,548,105,1076,,50,27,168,125,106,111,96,100,,7,32,,,,,,,,,200,5,1,76,,,,401,1401,182,,14,,,LNPC0257,Easy_Increase_Var,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gem Goblin Guard,goblin_b1.mon,225,640,155,40,3,85,39,298,208,324,202,72,95,,116,49,,,,,,,,,250,2,0,73,265,,,401,1401,266,,14,,,LNPC0277,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Warrior,goblin_b2.mon,225,520,150,169,,73,31,305,193,233,111,76,110,,117,42,,,,,,,,,350,4,0,73,265,,,,1401,266,,14,,,LNPC0278,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Leader,goblin_b2.mon,240,650,175,169,,77,48,335,202,253,166,95,115,,117,70,,,,,,,,,350,9,0,73,265,,,,1401,266,,14,,,LNPC0284,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gem Goblin Mage,goblin_m2.mon,220,550,150,308,,92,27,338,207,214,334,138,100,1,119,51,,,,,,,,,350,7,1,64,265,,,,1401,266,,14,,,LNPC0282,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grandmaster Goblin,goblin_boss1.mon,340,790,340,174,,105,207,526,316,417,309,134,115,,69,740,,,,,,,,,250,10,0,72,265,,,,1401,266,,14,1,,LNPC0287,Easy_Increase_Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Hallow Pumpkin,evilbunny.mon,180,666,500,,,100,5000,1,500,1000,1,1,100,,1272,0,0,,100,,,,,,10,1,1,0,,,,401,,,,,,,LNPC3126,,670,,,,,,,,,,,,,,,,,,,,,,1,0,0,60,200,300,300,,1,,
Giant Hallow Pumpkin,evilbunny.mon,180,666,500,,,100,5000,1,500,1000,1,1,100,,1273,0,0,,100,,,,,,10,1,1,0,,,,401,,,,,,,LNPC3126,,670,,,,,,,,,,,,,,,,,,,,,,1,0,0,60,200,300,300,,1,,
Birthday Choropy,larva1.mon,175,260,135,,,100,250,500,600,1500,1500,100,90,,330,0,0,0,100,,,,,,300,1,1,36,,,,402,1401,182,,11,,,LNPC3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Crystal Defenders] Aruas Fairy,arua_ghost01.mon,100,150,100,,,200,9999,300,300,300,300,300,100,,,,,,,,,,,,250,999,0,,,,,402,1401,,,,,,LNPC3130,,,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,
[Crystal Defenders] Aruas Fairy,arua_ghost01.mon,100,150,100,,,200,9999,300,300,300,300,300,100,,,,,,,,,,,,250,999,0,,,,,402,1401,,,,,,LNPC3131,,,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,
[Referee] Minos,warrior1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,,,,,,,,1,200,999,,16,,,,,,,,10,,,LNPC3132,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
[Referee] Hermes,warrior1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,,,,,,,,1,200,999,,16,,,,,,,,10,,,LNPC3133,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
[Referee] Athena,warrior1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,,,,,,,,1,200,999,,16,,,,,,,,10,,,LNPC3134,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal 1,healstone1.mon,0,0,250,,,1000,100000,100000,100000,100000,100000,100000,100,,,,,,,,,,,1,10,999,2,,,,,,1302,,,16,,,LNPC3135,,730,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal 2,healstone1.mon,0,0,250,,,1000,100000,100000,100000,100000,100000,100000,100,,,,,,,,,,,1,10,999,2,,,,,,1302,,,16,,,LNPC3136,,730,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal 3,healstone1.mon,0,0,250,,,1000,100000,100000,100000,100000,100000,100000,100,,,,,,,,,,,1,10,999,2,,,,,,1302,,,16,,,LNPC3137,,730,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal 4,healstone1.mon,0,0,250,,,1000,100000,100000,100000,100000,100000,100000,100,,,,,,,,,,,1,10,999,2,,,,,,1302,,,16,,,LNPC3138,,730,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal 5,healstone1.mon,0,0,250,,,1000,100000,100000,100000,100000,100000,100000,100,,,,,,,,,,,1,10,999,2,,,,,,1302,,,16,,,LNPC3139,,730,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal 6,healstone1.mon,0,0,250,,,1000,100000,100000,100000,100000,100000,100000,100,,,,,,,,,,,1,10,999,2,,,,,,1302,,,16,,,LNPC3140,,730,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
[Crystal] Relic 7,healstone1.mon,0,0,250,,,1000,100000,100000,100000,100000,100000,100000,100,,,,,,,,,,,1,10,999,2,,,,,,1302,,,16,,,LNPC3141,,730,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
[Crystal] Relic 8,healstone1.mon,0,0,250,,,1000,100000,100000,100000,100000,100000,100000,100,,,,,,,,,,,1,10,999,2,,,,,,1302,,,16,,,LNPC3142,,730,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
[Crystal] Relic 9,healstone1.mon,0,0,250,,,1000,100000,100000,100000,100000,100000,100000,100,,,,,,,,,,,1,10,999,2,,,,,,1302,,,16,,,LNPC3143,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurum Castle Gear,castlegear02.mon,230,550,170,,,10,1000000,10,10,10,10,10,85,,1269,,,,,,,,,,250,10,1,,,702,125,520,,,,15,,,LNPC3145,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
Gate,jabba_egg.mon,0,0,100,,,250,9999,1,1,9999,9999,9999,1,,1282,,,,,,,,,0,150,1,1,0,,,,,,,,18,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
[Referee] Minos,warrior1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,1280,,55,,,,,,,,200,999,,,,,,,,,,10,,,LNPC3132,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Red Hill,hillRed.mon,0,0,100,,,250,9999,1,1,9999,9999,9999,100,,1281,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow Chick,arua.mon,120,330,180,,,1000,1000000,10,10,10,10,10,100,,838,,2157,,,,,,,1,100,80,,,,,,,1401,,,19,,,LNPC3150,,,,,,,,,,,,,,,,170,-70,50,,,,,,,,,,,,,,,,
Golden Cat,arua.mon,120,330,180,,,1000,1000000,10,10,10,10,10,100,,838,51,2158,,,,,,,1,100,80,,,,,,,1401,,,19,,,LNPC3151,,,,,,,,,,,,,,,,185,-65,60,,,,,,,,,,,,,,,,
Blue Mouse,arua.mon,120,330,225,,,1000,1000000,10,10,10,10,10,100,,838,52,2159,,,,,,,1,100,80,,,,,,,1401,,,19,,,LNPC3152,,,,,,,,,,,,,,,,205,-70,65,,,,,,,,,,,,,,,,
Cute Pig,arua.mon,120,330,160,,,1000,1000000,10,10,10,10,10,100,,838,53,2160,,,,,,,1,100,80,,,,,,,1401,,,19,,,LNPC3153,,,,,,,,,,,,,,,,180,-60,55,,,,,,,,,,,,,,,,
Grey Bunny,arua.mon,120,330,180,,,1000,1000000,10,10,10,10,10,100,,838,,2161,,,,,,,1,100,80,,,,,,,1401,,,19,,,LNPC3154,,,,,,,,,,,,,,,,190,-70,65,,,,,,,,,,,,,,,,
Ice Dragon,arua.mon,120,430,90,,,1000,1000000,10,10,10,10,10,100,,838,,2162,,,,,,,1,200,80,,,,,,,1401,,,11,,,LNPC3155,,,,,,,,,,,,,,,,75,20,,,,,,,,,,,,,,,,,
Blood Dragon,arua.mon,120,430,85,,,1000,1000000,10,10,10,10,10,100,,838,,2163,,,,,,,1,200,80,,,,,,,1401,,,11,,,LNPC3156,,,,,,,,,,,,,,,,75,20,,,,,,,,,,,,,,,,,
,arua.mon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reindeer,Stag01.mon,250,550,120,,,200,9999,243,132,135,9999,9999,105,,1187,,,,100,,,,,1,180,3,1,0,,,,454,1401,302,,23,,,LNPC1523,,,,,,,,,,,,1,,,,80,-60,50,,,1,,,,,,,,,,,,,
Reindeer,Stag01.mon,250,550,120,,,200,9999,243,132,135,9999,9999,105,,1187,,,,100,,,,,1,180,3,1,0,,,,454,1401,302,,23,,,LNPC1523,,,,,,,,,,,,1,,,,80,-60,50,,,1,,,,,,,,,,,,,
Warm Snowman,arua.mon,120,430,150,,,42,21,156,109,115,64,66,100,0,791,2440,905,800,,,,,,0,200,1,1,0,,427,beat1.wav,427,1401,426,,11,,,LNPC3160,,200,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Evil Snowman,arua.mon,120,430,150,,,26,20,86,76,68,41,43,100,0,792,1296,900,1500,,,,,,0,200,1,1,0,,427,beat1.wav,427,1401,426,,11,,,LNPC3161,,200,0,,,,,,,,,,,,,,-50,60,,,1,,,,,,,,,,,,,
Frosty,arua.mon,120,430,150,,,26,20,86,76,68,41,43,100,0,793,1296,901,3000,,,,,,0,200,1,1,0,,427,beat1.wav,427,1401,426,,11,,,LNPC3162,,200,0,,,,,,,,,,,,,80,-50,60,,,1,,,,,,,,,,,,,
Blue Pill,jellybean1.mon,180,800,25,,,1,27,1,55,23,10,3,20,,91,,,,,,,,,,150,0,1,0,,,,401,1401,,,20,,,LNPC2441,EPOINTS_1_15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,1,,
Red Pill,jellybean1.mon,180,800,25,,,1,27,1,55,23,10,3,20,,91,,,,,,,,,,150,0,1,0,,,,401,1401,,,20,,,LNPC2442,EPOINTS_1_15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,1,,
Green Pill,jellybean1.mon,180,800,25,,,1,27,1,55,23,10,3,20,,91,,,,,,,,,,150,0,1,0,,,,401,1401,,,20,,,LNPC2716,EPOINTS_1_15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,1,,
White Pill,jellybean1.mon,180,800,25,,,1,27,1,55,23,10,3,20,,91,,,,,,,,,,150,0,1,0,,,,401,1401,,,20,,,LNPC2717,EPOINTS_1_15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Cone,snowman.mon,200,450,110,,,30,20,50,50,100,50,20,105,,1184,15,320,30,70,,,,,,250,15,1,0,,,,401,1401,,,19,,,LNPC3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evil Snowman,snow_abomination.txt,250,900,750,,,100,60000,100,200,100,100,50,85,,1189,1000,324,10,80,,,,,,150,15,1,0,,,,401,1401,,,19,,,LNPC3169,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
Snow Spirit,snowman.mon,250,490,85,1086,,30,20,50,50,100,50,20,105,,1184,15,320,30,70,,,,,,1000,15,1,0,,,,401,1401,,,19,,,LNPC3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Abomination,snow_abomination.txt,250,900,890,,,100,60000,100,200,100,100,50,165,,1185,1000,322,10,80,,,,,,250,15,1,0,,,,401,1401,,,19,,080080130,LNPC3171,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,
